time,price_lag,target_price
-2.1152995629407765,-1.8962479315981473,-1.8982879862036637
-2.114888621890458,-1.908713917026717,-1.9204067489266325
-2.1144776808401398,-1.9443310182512021,-1.8781800200918735
-2.114066739789821,-1.9445536251338553,-1.7984184211817733
-2.1136557987395026,-1.9445536251338553,-1.6703977036033766
-2.113244857689184,-1.9456666595471204,-1.2834310668742621
-2.1128339166388654,-1.9463344801950795,-0.45542970675988653
-2.1124229755885473,-1.9445536251338553,0.2528175440664953
-2.1120120345382287,-1.9445536251338553,0.7599851337749769
-2.11160109348791,-1.9452214457818144,0.8873355858163138
-2.1111901524375916,-1.9449988388991613,0.8676744633958967
-2.1107792113872734,-1.9465570870777322,0.7251313258478742
-2.110368270336955,-1.9454440526644672,0.6353157438818788
-2.1099573292866363,-1.9465570870777322,0.589514265516135
-2.1095463882363177,-1.9668143133991585,0.7751778192816625
-2.109135447185999,-1.9445536251338553,0.9516810773740421
-2.108724506135681,-1.9445536251338553,1.1411428025162411
-2.1083135650853624,-1.942772770072631,1.4601891981566428
-2.107902624035044,-1.9218477231032458,1.4617531510764485
-2.1074916829847252,-1.9113851996185534,1.1536544258746884
-2.107080741934407,-1.922070329985899,0.9492234370714896
-2.1066698008840885,-1.942772770072631,0.7208863107798297
-2.10625885983377,-1.7206111011849055,0.5787900169231802
-2.1058479187834513,-1.788283593511427,-0.11270059547670992
-2.1054369777331328,-1.887566263174679,0.26912733880161394
-2.1050260366828146,-1.9096043445573292,0.0003508584406873506
-2.104615095632496,-1.8675316437359062,-0.055951446672324615
-2.1042041545821775,-1.788060986628774,-0.0832089118460844
-2.103793213531859,-1.660507242868587,-0.2237412527829281
-2.1033822724815403,-1.2749521221135363,-0.17056685350952794
-2.102971331431222,-0.4499710150014017,-0.08834761429687527
-2.1025603903809036,0.2556928030087083,-0.20296302113407827
-2.102149449330585,0.7610104266310899,-0.11046637701984449
-2.1017385082802664,0.8878963497433179,-0.15090573108911082
-2.1013275672299483,0.8683069440698509,-0.2206133469433163
-2.1009166261796297,0.7262837529372169,-0.38058338845489015
-2.100505685129311,0.6367957861106983,-0.3926481681219643
-2.1000947440789925,0.5911613751668269,-0.2170385974123315
-2.099683803028674,0.7761476946514958,-0.19447299099798926
-2.099272861978356,0.9520071319473912,-0.04969563499310103
-2.0988619209280373,1.1407777684371616,0.4020633369851147
-2.0984509798777187,1.4586603968656906,0.6511786949256242
-2.0980400388274,1.4602186450442618,0.6154311996157754
-2.097629097777082,1.1532437538657314,0.612079871930477
-2.0972181567267634,0.9495584562382076,0.5761089547749415
-2.096807215676445,0.7220542221668094,0.4532269396473358
-2.096396274626126,0.5804762447994813,0.2391888114796154
-2.0959853335758076,-0.10849205701165127,0.023586730392088973
-2.0955743925254895,0.27194310544237965,0.06514319368978864
-2.095163451475171,0.004147025610782731,0.062015287850176855
-2.0947525104248523,-0.051949908817781124,0.06000449123899778
-2.0943415693745338,-0.07910794850145093,0.08949617486962298
-2.0939306283242156,-0.2191276776902079,0.18847205250876733
-2.093519687273897,-0.1661472396187865,0.3260999094516856
-2.0931087462235785,-0.08422790680247075,0.5171255875136908
-2.09269780517326,-0.19842523760347583,0.7249079040021875
-2.0922868641229413,-0.10626598818512108,0.9132525199159539
-2.091875923072623,-0.14655783394531952,0.9659800754979814
-2.0914649820223046,-0.21601118133306543,0.9568197798248326
-2.091054040971986,-0.37539770931263594,0.9110183014590885
-2.0906430999216674,-0.38741848097589976,0.9498937026085493
-2.0902321588713493,-0.21244947121061702,0.9458721093861912
-2.0898212178210307,-0.18996617606266072,1.0922134183108854
-2.089410276770712,-0.045716916103496215,1.1440472865101663
-2.0889993357203935,0.40439420062093345,1.2173296518953565
-2.088588394670075,0.6526008747790634,1.4237714373097343
-2.088177453619757,0.6169837735545785,1.2586626933473692
-2.0877665125694382,0.6136446703147829,1.1270672262379882
-2.0873555715191197,0.5778049622076449,0.9378289229414755
-2.086944630468801,0.4553711767484775,0.7890299737142291
-2.086533689418483,0.24211378316687338,0.687596455772533
-2.0861227483681644,0.02729814140669783,0.49098523156836366
-2.085711807317846,0.06870302158016199,0.5881737344420156
-2.085300866267527,0.06558652522301954,0.28633082091947865
